sensitivity_scenario,disease_direction_component,cross_cohort_component,cell_localization_component,perturbation_component,ml_component,mirna_axis_component
weight_perturbation_0025,1.4464871827585253,1.3429977762263914,1.0687095868710639,0.988794066219476,0.762400651139374,0.6450358035062641
weight_perturbation_0026,1.3279125258995144,1.3527894252810175,1.1624310296320408,0.8276233987778837,0.8834777055977608,0.6593764657145265
weight_perturbation_0027,1.0952538370631608,1.0494200287886866,0.851167142908953,1.1228378134289703,0.9235198887116359,0.9046060092373204
weight_perturbation_0028,1.3153716488138985,1.30044092770204,1.0803846263733312,1.0976664414098447,0.8007697745806772,0.8896775896523977
weight_perturbation_0029,1.5150570426182446,1.196830503177611,0.8230286755471656,0.9303396348247248,0.8286571057121317,0.7729347551110636
weight_perturbation_0030,1.5400278743580373,1.0225218135342706,1.107659462894322,0.9830318474307225,0.8043762697029875,0.6858432437923052
weight_perturbation_0031,1.1040686307874203,1.3444758657365927,0.9028261428815456,0.8929212750071838,0.9873861783912458,0.9205052841362781
weight_perturbation_0032,1.2296485679074143,1.1280471623391428,1.0464649263940995,0.9669725297323182,1.0355838659284486,0.8600659163245175
weight_perturbation_0033,1.1265005876799006,1.332745267970685,1.0758010033866936,0.8340764974204203,0.7706562344343196,0.8575936183546831
weight_perturbation_0034,1.4553266023347113,1.2775695698783271,0.8245115217970896,0.8001871303059884,0.8948046853221806,0.739709261844441
weight_perturbation_0035,1.3156760914913348,1.414430452740363,0.8359863856118133,1.0774639274074644,0.7751222529778224,0.9225600148611491
weight_perturbation_0036,1.4820439003646608,0.9755911802193391,1.0629624531691473,0.8273382057521048,0.7382830000223647,0.8168255285903243
weight_perturbation_0037,1.4168524066967776,1.3033621517851064,1.0273190031109003,0.8573266354729482,1.0413727236427643,0.679072659782208
weight_perturbation_0038,1.4558897781876408,1.1076403355525768,1.1459426902143512,0.9970867609061098,1.0218647528820628,0.6691758213494707
weight_perturbation_0039,1.3016391179074167,1.1945992289660372,1.1490744685208998,1.143618964433798,0.7723086396938796,0.8444937247723496
weight_perturbation_0040,1.0714444916509211,1.079325110981142,1.163006673417852,0.9595179124933843,0.8717402904198425,0.7213367333084652
weight_perturbation_0041,1.22286077792006,1.0193111216335082,0.97339545835954,1.1711823222554791,0.8729433774841123,0.9362030035920313
weight_perturbation_0042,1.513428618353467,1.2885338199572651,1.002325445037625,0.8316348220343301,0.933445349872096,0.9338361398803724
weight_perturbation_0043,1.4568568940004698,0.9626351210132307,0.9370679467895477,0.8843190251328238,1.0307004260162884,0.7058574634339997
weight_perturbation_0044,1.2973785021905342,1.2725955529052027,0.9529790643579164,1.0452932193911395,0.8949762459450646,0.8408382283802368
weight_perturbation_0045,1.2170948650382651,1.0950167942128963,0.8559992687725879,1.1522564535641142,0.9319083066344163,0.8222748472193588
weight_perturbation_0046,1.3677642459471433,1.2088336174670986,1.1450085282338942,0.9929002048442958,1.0477885718508027,0.9166927239365846
weight_perturbation_0047,1.0456562716094515,1.1847911507151412,1.1514280729287207,0.9762067325401678,0.7211691690353882,0.9453982100381447
weight_perturbation_0048,1.0720101743963044,1.069624533690224,1.0716282174853646,1.024274508357399,0.840302507097136,0.8694115681886587
weight_perturbation_0049,1.3831447205264784,1.3649024520569584,0.8184598400340828,0.9824032084802711,0.9477619465101172,0.8629376514879525
weight_perturbation_0050,1.3187790368740053,1.2826606044068358,1.138622031485459,1.1342907326000053,0.7417751006826648,0.8059871453142083
weight_perturbation_0051,1.5255021761757237,1.1727552742194156,1.1955905512264393,0.8736891062354587,0.9606825532732153,0.8797202182537976
weight_perturbation_0052,1.2325818548465093,1.2217506658423984,0.9202123196206964,1.0325466172865645,0.7729724518262896,0.8217496566242725
weight_perturbation_0053,1.4991219771330315,1.0468469563925114,1.1473298541199348,1.0535297739163423,0.9579097677645013,0.9072016335253297
weight_perturbation_0054,1.5172948348789146,1.4200521923102525,0.8131695948723414,1.1063344558192205,0.7391655344821527,0.7528048674220523
weight_perturbation_0055,1.516753422466236,1.2033006686413372,1.016503236819564,1.0573361303820459,0.8923428838419927,0.655062318509252
weight_perturbation_0056,1.0613118658984666,1.2462550656673343,0.9340626576571534,1.1197119469081465,1.0302795945837904,0.6660865925950552
weight_perturbation_0057,1.2904684524483458,1.1368522633943499,1.0277610309429204,1.195266970601935,0.7245286264708278,0.7937718215463433
weight_perturbation_0058,1.2003318216888088,1.0718620130487997,0.8255474030766539,0.8497146517278887,0.8216226198510502,0.8907065785546525
weight_perturbation_0059,1.0855191859291247,1.3126033472273617,0.9565545832133129,0.8780459798439967,0.8116681872553502,0.7233094103442832
weight_perturbation_0060,1.4805963743966324,1.1448920326270668,0.9973047892142969,0.8577049801452736,1.0191110583231702,0.853195363025594
weight_perturbation_0061,1.5200704834329335,1.4022331804010326,0.8935432331338161,1.0124431833790737,0.7908136486532159,0.7167485681758459
weight_perturbation_0062,1.2526410337818292,1.0597097406310592,1.023049984626959,1.1654010151851113,0.8750722577361986,0.8160257247333867
weight_perturbation_0063,1.2657357699750007,1.1594017773953835,0.9197507813955578,0.9901193315704494,0.9990241593167877,0.6778271911493796
weight_perturbation_0064,1.421056769295546,1.294562162988351,1.0036540469442017,1.173901635498868,0.9298576179633087,0.7414007449788278
weight_perturbation_0065,1.2767214490613243,1.2637597110158907,0.8006446820389703,0.9455349347963652,0.9591255962742524,0.6577769325002975
weight_perturbation_0066,1.139223243392718,1.3637676037061135,1.1237627583290968,1.1706642657857083,1.0030955326914492,0.9446942272543057
weight_perturbation_0067,1.3493258190659647,1.026703652929244,0.8573385400890342,1.1874846561402577,0.7726831567584912,0.8142963373313359
weight_perturbation_0068,1.472579987248869,1.0783974786385444,0.9294437486486392,0.9133077963410706,1.0401643104319118,0.9385613326850543
weight_perturbation_0069,1.503996866199725,1.0087483325850484,1.029741565280787,1.0804018870158139,1.0664935679570473,0.8698166854461267
weight_perturbation_0070,1.3717376013498213,1.405876544360944,1.1411869033033626,0.8411328303892769,0.9948832449333677,0.8074845216611435
weight_perturbation_0071,1.5199869997550588,1.1352175874176473,0.8109867572005396,1.0832475999742142,0.86495459982369,0.6758625215294924
weight_perturbation_0072,1.2686702204031983,1.4360414904390066,1.1619919311961964,0.9159420774957758,0.8368595736760231,0.6467859079283729
weight_perturbation_0073,1.0559107290204883,1.334301203152174,1.1562060980851374,1.019015568792974,1.0025696869529108,0.6458535507530139
weight_perturbation_0074,1.092275896962177,0.9805972863671829,1.1848291477773452,0.9394770105284411,0.8114491785182373,0.8691479341268574
weight_perturbation_0075,1.203827151833294,1.3406485406191255,0.959282776623761,0.8008715106784998,0.7496533800125462,0.738542764895004
weight_perturbation_0076,1.2687628196661098,1.261732089286247,0.9382930801025757,1.1193825714641477,0.8089797665673879,0.8985529908947756
weight_perturbation_0077,1.2144281618394257,1.1346186586468254,1.0537218539939377,0.8127431418753707,0.7271465520947213,0.7801382204548352
weight_perturbation_0078,1.1320126810505602,1.1291546435914632,0.8956049250916346,0.8663093544516274,0.76384220735129,0.6494684609707506
weight_perturbation_0079,1.218291192863907,1.3964066121365872,1.0743259085554817,1.099834447954055,0.7831527194909025,0.7877779433114972
weight_perturbation_0080,1.4386580521170271,1.3899719508064323,1.1554790191129372,0.9204734049785327,0.8874244994433662,0.6410146864912271
weight_perturbation_0081,1.375736046390196,1.3442193210449038,1.1721080551275675,0.8055525291031407,1.0521735956057425,0.8638882764755277
weight_perturbation_0082,1.4623871302278522,1.4032915439098024,0.9221376125745002,1.0023114210398343,0.9438146143220892,0.6885460595147403
weight_perturbation_0083,1.1728851868011199,1.0628116878496177,0.8466637118466517,1.015874136611673,0.7552531065024499,0.7420731503173255
weight_perturbation_0084,1.4842197796560563,1.0295072685229412,0.9079485269754244,0.9344941419171994,1.0573323340518337,0.8836389175009354
weight_perturbation_0085,1.2067105343997868,1.1358556513123979,0.9629068075121658,1.1453117393780072,0.9347978540129169,0.7843958990429809
weight_perturbation_0086,1.4089446979069586,1.437087849030484,1.1306601442596764,0.8127153929072415,0.78324811871618,0.7738224772136455
weight_perturbation_0087,1.4583094315128926,1.282831581814005,0.847298028782827,0.8136304938903643,0.9019078501653578,0.859295244207465
weight_perturbation_0088,1.459588648251232,1.2921373946642487,0.8565917698350566,1.0130620416263647,0.7644306817589226,0.9528261959107145
weight_perturbation_0089,1.1676671092453021,1.2161696409954252,1.1076929541290068,1.097989622011222,0.96653578825253,0.8859723503757281
weight_perturbation_0090,1.3815593173703016,1.2337150181726289,0.9091664615301681,0.9921854120713917,0.972057595404523,0.7025603130301434
weight_perturbation_0091,1.1070831479779757,1.318241449572868,1.0119638053225266,0.8224374203298029,1.051447615237004,0.7169156677550024
weight_perturbation_0092,1.3456578644824124,1.075879342235281,0.8333470968152497,0.8657720801372492,0.7995145566733128,0.8190167244755963
weight_perturbation_0093,1.1036617326334655,0.998567533434127,0.8318166233553497,0.9661825918738138,0.966918670412315,0.9077650596882352
weight_perturbation_0094,1.496658380578344,1.1192334439712284,0.8973482502317501,0.8308592356662785,0.8284228234498671,0.6528291152407942
weight_perturbation_0095,1.5020286926644597,1.427379940262478,0.8570225929874902,0.8156759062071613,0.7390120425727176,0.8032934148601787
weight_perturbation_0096,1.2173007958220932,1.1811035910991725,1.0673246549476674,1.0788123959499214,0.9947167092803673,0.8872661619274931
weight_perturbation_0097,1.1897665335037282,1.0299798221592689,0.9391913450344117,1.1996100991440113,0.7494271436845539,0.7238202920014208
weight_perturbation_0098,1.358106349976642,1.1861377160851028,0.881399644426085,0.9466727790206021,0.9278094797911381,0.9250333487906988
weight_perturbation_0099,1.390778540118128,1.3237474079862241,1.1690396353383168,0.8826241659882257,0.7433224031816983,0.7861772719319053
weight_perturbation_0100,1.539010716064325,1.1603980956476236,0.8228519863078434,1.1656954434747857,0.9943368504990088,0.8497558149053248
weight_perturbation_0101,1.0774189300856825,1.3944211636337231,1.1201621952536953,1.1720335118988174,0.9023460822360246,0.9037390112722563
weight_perturbation_0102,1.5031351487642508,1.1100626936183624,0.8562903580196065,1.0266117354608595,0.9163261182250196,0.7022629526290038
weight_perturbation_0103,1.447303777242824,1.3706983342964851,1.146533403826457,1.0672348779074479,1.0114943442971358,0.7438148368708559
weight_perturbation_0104,1.505428823083109,1.055965089903801,0.946116529899845,1.1169565674482265,0.9099105792172716,0.6663235086168592
weight_perturbation_0105,1.5078141526958388,1.076776539603561,1.0074135301525207,0.8180864973611444,0.8621229789732305,0.7090980202630083
weight_perturbation_0106,1.420787328417867,1.1513356331835127,0.8801229609823132,0.9930619900877293,1.0132011727509933,0.9148961916993588
weight_perturbation_0107,1.3142339336192939,1.3159132720119375,0.8602747255400586,1.187860054883786,0.7468034950750426,0.9483893645898004
weight_perturbation_0108,1.4180694769298279,1.3436149104509085,0.9212435781199253,0.8314791684134527,1.0620202762274313,0.8104505351504478
weight_perturbation_0109,1.2222483822474552,1.2401715100078772,1.0306382654264163,1.1666998258451824,1.0426269942841082,0.6801084826584328
weight_perturbation_0110,1.4855343363595077,1.20785327753352,1.0640465746063268,0.8670990574611481,0.8225629125595889,0.6914753229112138
weight_perturbation_0111,1.2190553680349876,1.341569097000208,1.1274080096152448,0.8494107535910576,1.0477539046406148,0.7594381907179383
weight_perturbation_0112,1.1673715988733282,1.0259763585714505,0.9045112976865514,1.1692181204821368,0.7369861859438824,0.7024218577740163
weight_perturbation_0113,1.5363587479386753,1.3929390777590531,0.8894216956715002,1.1635039465920731,1.0366905211976454,0.7335483736131069
weight_perturbation_0114,1.2295438237991434,1.289141689292777,1.050986505955813,1.1845056040417479,0.9337902527078957,0.7198324121103803
weight_perturbation_0115,1.3541639340629397,1.2251894746920537,1.1515663819929083,1.0671889770326453,1.0553525939528323,0.7674105434000267
weight_perturbation_0116,1.151216490050879,1.269066382535082,1.0674839611297813,0.8841042105903446,0.7666935579115749,0.7732182572319837
weight_perturbation_0117,1.314962148080456,1.181225047028357,1.1310375182504115,0.9990428694051944,0.8619876050446353,0.8623180117695904
weight_perturbation_0118,1.2917822009704873,1.2902615593485438,0.9573469889401676,0.8082213900371897,0.9003623595839654,0.7616538800689604
weight_perturbation_0119,1.383080082061625,1.2246946600549473,1.0547089519400479,0.9601066055441567,0.9866448927485278,0.8720782774884018
weight_perturbation_0120,1.5055555344317308,1.3777862810554946,0.9009352350901271,1.0199456246019545,1.0687556365497983,0.756758075135489
weight_perturbation_0121,1.2068260908913901,1.2376016584441911,0.8866291731809219,0.9720160829868184,0.7878351101899586,0.7117782307243434
weight_perturbation_0122,1.169093450136532,1.3837479993076733,0.8078218801950809,1.065014160150627,0.9944759060676112,0.9510430088848271
weight_perturbation_0123,1.3395841999457498,1.0624925753078602,0.868835175302612,1.146653467372835,0.7596502384836693,0.7341802037667844
weight_perturbation_0124,1.302917124392363,1.1198451846092934,1.043052074486935,1.1555566633592016,0.922414903509695,0.8874543841884187
weight_perturbation_0125,1.336425657393875,1.2751036402055909,0.9387999984899512,1.1559163579912328,1.0708694325454726,0.9548194384318086
weight_perturbation_0126,1.4324068162317185,1.3345612011945203,1.130073005265708,0.8420559508445107,0.9254718711987797,0.8687448798057169
weight_perturbation_0127,1.2239822294079998,0.9609666521601722,1.0967944948281239,0.8144304735493952,0.7544630573075103,0.6682759143537613
weight_perturbation_0128,1.3394092199743028,1.001934425989139,0.9086208691400901,1.097148247795782,0.981804682929604,0.7318827506641026
weight_perturbation_0129,1.4060035372268833,1.4059573794820346,0.8083564125527277,1.19059494360646,0.9570243126710322,0.7198787475326549
weight_perturbation_0130,1.3594662256899748,1.0158223245628188,0.936071092811396,1.0759979106945854,0.8275852981055233,0.9328540898126351
weight_perturbation_0131,1.2970139605134416,1.1148811046098446,1.1621463197364572,0.8100551323735616,0.9489811360882204,0.7696956155168845
weight_perturbation_0132,1.4498490218841955,1.2851593840916051,0.8448558654623037,0.958921093215273,0.8143773100042679,0.746396872963778
weight_perturbation_0133,1.4050372106195754,1.1907183137031045,1.045264338337144,1.1568643350671572,1.0577220911015204,0.7811509157974257
weight_perturbation_0134,1.3059157917702324,0.9634444988482077,0.9913662710030123,1.1801658883295167,0.7596304939542087,0.92217516256395
weight_perturbation_0135,1.2224388320822936,1.0875305534599136,1.0958817922556876,1.0342524460191325,0.8310293771996295,0.8783158839421692
weight_perturbation_0136,1.103241151352857,1.0773775213735315,0.9072533189504008,0.8878707208995653,0.7696816333494907,0.7640884076333738
weight_perturbation_0137,1.1795032666981,1.3733589570239442,1.014163594912833,1.1078917145806493,0.9605217832244075,0.8097467947907939
weight_perturbation_0138,1.492142102139425,1.0542699209300492,0.9328559553036194,1.07979441012158,0.7963825212911543,0.7918645249754257
weight_perturbation_0139,1.20011606658919,1.1962077065579697,0.8811322399112083,0.8171032989258938,0.8189141672648849,0.657899880130225
weight_perturbation_0140,1.1313781954861053,1.2801444944000397,0.9008405734584854,1.079703702209666,0.7852358970260235,0.6822001520813699
weight_perturbation_0141,1.3957140424362615,1.1935427875434679,1.1378221334198435,0.8628983317691138,0.829577429851299,0.7650777133825795
weight_perturbation_0142,1.2351895333085303,0.9938513895854822,1.0227672805881831,0.9155786805161017,0.7957004855587141,0.8700330905487749
weight_perturbation_0143,1.3091018589112844,1.330920819498264,0.9397276998641853,0.8326506932992317,0.7779307730849926,0.8331640045501101
weight_perturbation_0144,1.4454575706254613,1.0667371838267712,1.0691047537405562,1.1426934612211723,0.7240390846405443,0.7132899370988206
weight_perturbation_0145,1.4758007987669983,0.9773534104651525,0.9831304542043435,1.0652474497878766,1.027432786293194,0.9585474935347524
weight_perturbation_0146,1.0750155298629787,1.1480146438600725,0.8592054484155839,1.089500837946087,1.007877212357207,0.9578416144368899
weight_perturbation_0147,1.3042153861555366,1.2673502367505998,1.1169953541563309,1.0928961033677278,1.0297683670498667,0.8194555752765471
weight_perturbation_0148,1.3515473226624242,1.0405222384039527,1.1836187577147288,1.1671645021299906,1.009120092853161,0.8377216167074644
weight_perturbation_0149,1.1881648506551294,1.2247847550979765,0.8948342010805684,1.150825547990142,0.7380215177147305,0.9579384030204422
weight_perturbation_0150,1.5575532353497086,1.0633488070481483,1.0681277493167274,1.046536183660773,0.7248413830633085,0.7485449327009341
weight_perturbation_0151,1.3922320537195574,0.9899636876791289,1.0345167909553374,0.9387834912476981,1.0794398874564592,0.9487421578292978
weight_perturbation_0152,1.2744265276048672,1.0735217131136607,1.0104586503650805,0.8819815544542328,0.9570824436232185,0.644424149040071
weight_perturbation_0153,1.3224352736276603,0.9893966792722791,0.830152800551153,0.834722340292926,0.9971486251230705,0.8449098639530706
weight_perturbation_0154,1.403980148010306,1.3452098905732044,1.0931150331633888,1.1997499975099597,0.8084625596433325,0.6406489349270689
weight_perturbation_0155,1.472929707652654,0.9606349285096375,1.1790026851874285,0.8445894609698922,1.0516252043321415,0.9288687309233249
weight_perturbation_0156,1.3953645804037702,1.0715441066339129,0.932682772035049,0.9762284716842502,0.9048976177412259,0.8837224681608133
weight_perturbation_0157,1.415302112649012,1.0600488730673214,1.0823498273917602,1.1725421321670673,0.7618357387847317,0.7674832874437203
weight_perturbation_0158,1.3199499661258642,1.3721525790930713,0.8013675190131817,1.1751350924567494,0.8092109106119892,0.7547146298695242
weight_perturbation_0159,1.2808282750283704,1.1362526590108641,0.8385606647047791,1.0601341098009684,0.9301459234920793,0.7797670253765565
weight_perturbation_0160,1.244349984828839,1.4055354860780476,0.9606895652125269,0.8182443301336834,0.9444396261688721,0.7123166936571381
weight_perturbation_0161,1.1118639566349555,1.0411774544165684,0.900323442674685,0.9324358576825407,0.9435166180447311,0.7154548309160105
weight_perturbation_0162,1.4937857374342167,1.3976051220307204,0.8937424643386175,0.9651761796102912,0.903960444700734,0.6942963402335735
weight_perturbation_0163,1.4764144699406732,1.4366888256041195,0.957461440293627,1.0590682978664994,0.9441817687543554,0.8380152380008739
weight_perturbation_0164,1.3992910149546454,1.2784809924943275,1.0254969802300125,1.1038459341119709,0.9166393499297817,0.9293975043488203
weight_perturbation_0165,1.1590828561977857,1.2060032102489988,1.0427507787652246,0.8128669963579022,0.8847389158763825,0.8744912126636479
weight_perturbation_0166,1.3213223054578995,1.3866769271631727,1.1238529227439122,0.8733678467284183,0.8309627795862005,0.8645817219324411
weight_perturbation_0167,1.087583328118991,1.19293227063828,0.9047838986659021,1.1046459252459158,1.056495035464727,0.7853648718164015
weight_perturbation_0168,1.1298366813357985,1.2959037395815556,1.1476088933881037,1.0927569224255729,1.0765170774344122,0.9435671155264175
weight_perturbation_0169,1.3430685586016147,1.0975754335916033,1.1912824720734256,0.8453316609093258,0.731772092292531,0.7035722407447859
weight_perturbation_0170,1.2807762842654598,1.164939633113361,1.0115370309630334,0.8257064688193966,0.8846838874647429,0.8120169880011731
weight_perturbation_0171,1.402209714042786,1.0685925566661776,1.1219018143300281,1.1215924182257593,1.0080443749668093,0.6666001560348509
weight_perturbation_0172,1.2493059673489455,1.384037894279306,1.055850946025663,1.1685392225289069,0.7997853182430582,0.9516503983612961
weight_perturbation_0173,1.3915833507171416,1.26772308315542,1.1240450688257306,1.0466825032015745,0.8984374700406736,0.7323468744826627
weight_perturbation_0174,1.2327645640542475,1.3125053537261557,1.0243096298530119,1.0268390958314508,0.8689261107375756,0.8747641995399104
weight_perturbation_0175,1.079446062666911,1.3654285675251228,0.8218249460773686,0.8060472294435814,1.0479481255105985,0.8646680207741501
weight_perturbation_0176,1.5463620567313832,1.0368701589398412,1.1377662428828113,0.9949066655204784,0.9728819404075587,0.8325121957003934
weight_perturbation_0177,1.4498288148483263,1.1710037990890774,0.8987872811526564,0.9144773141045839,0.8570011622709337,0.7897829017673603
weight_perturbation_0178,1.0928387786990093,1.2314012839435036,0.906338683506979,0.8611552148524555,0.8563321556218427,0.8398007025739642
weight_perturbation_0179,1.290307406011731,1.3934982424897846,0.9081399959455062,0.804276828612384,0.8298201601094655,0.774947756048232
weight_perturbation_0180,1.0979807982092844,1.2011453965526393,0.8451812811660215,1.0037252413523867,0.7497547121529552,0.7236466676127149
weight_perturbation_0181,1.5599606357436704,1.3239224684496969,1.0666570708520515,0.9554096999748224,0.8536416036164263,0.7658036870503994
weight_perturbation_0182,1.555460739477487,1.2990353416633424,1.1484453148516711,0.8880039209110213,0.9813547764946224,0.8933998299098228
weight_perturbation_0183,1.5149410823004998,1.3158853446790362,1.052731422524563,1.077491783733929,0.9894611741462414,0.7096012060060616
weight_perturbation_0184,1.559216962536667,1.146097276764433,0.9045257938765358,0.8776801304394415,0.9739520088496999,0.6680387751779049
weight_perturbation_0185,1.4589188027697182,1.3501260277590659,0.9154541435478561,0.9497475971965694,1.028652334455391,0.8746451589838306
weight_perturbation_0186,1.3778907445839252,1.3772466486722317,1.1264296852384417,0.9650602175977916,0.9084710609530754,0.8942795826142114
weight_perturbation_0187,1.079235262383379,1.0479750076114183,1.0120777707503328,1.1825646701677717,0.8946219340035924,0.6524920973726446
weight_perturbation_0188,1.3148950208416226,1.2885173926780429,0.990941994218071,1.1923300677434927,0.9443138691445568,0.7635063271036426
weight_perturbation_0189,1.2962154844847364,1.0759896022882893,1.1320318502976208,0.9466700215347954,1.0415375993251168,0.9498679751374919
weight_perturbation_0190,1.503090736612315,1.0912565441592086,1.0030547345370704,1.0120005720474166,0.8627453394029613,0.6720120316374372
weight_perturbation_0191,1.3837731074194348,1.0328154698763203,0.8212851145888844,0.9466857850079232,0.8026582629818974,0.7471509866783694
weight_perturbation_0192,1.3969850230297776,1.171269814706438,1.1735811188951708,0.9485884304152172,1.0229799949373097,0.7708249027077817
weight_perturbation_0193,1.3974686659587792,1.0571564535618003,1.0740146652892317,1.0513556995567999,0.7686064848696794,0.7702904416167451
weight_perturbation_0194,1.4734596915332092,1.1241891139385738,1.1080542547637175,0.820321549861403,0.8508062883138267,0.8191546177659195
weight_perturbation_0195,1.4228422484291854,1.246069639833747,1.13280383213065,1.1263708511915786,0.8489576290946187,0.8977541191160573
weight_perturbation_0196,1.062840935356866,1.1619203197220818,1.058416360005725,0.8024761124035323,0.9898599581899995,0.7704334494816654
weight_perturbation_0197,1.2412991728846272,0.9608900880828044,0.8248781130227246,0.8014564120638387,0.7972849807331239,0.8414322727440839
weight_perturbation_0198,1.110022566665723,1.053809577130916,1.03095115337634,0.9071844490314335,0.9511902496991498,0.8647887727408655
weight_perturbation_0199,1.1236218052577274,1.1590544959778128,0.9595996191504392,1.1435843432980972,0.802860153134908,0.9562575212412666
weight_perturbation_0200,1.241458518521583,1.3888887795067582,1.0336826969705257,1.1063877802492366,1.012760186473058,0.9540157644604208
weight_perturbation_0201,1.149697099311956,1.2789049244404678,1.1352794801535215,1.1328262290029685,0.9283678387571899,0.9060634792256629
weight_perturbation_0202,1.519660764610065,1.409092927113745,0.8131171405493267,1.0053157959283519,0.9872216957407445,0.6593394269690982
weight_perturbation_0203,1.2388828215844785,1.202986364967612,0.9061802861767545,0.8125361787895523,0.8843991855763507,0.7257162316128137
weight_perturbation_0204,1.1326728032240443,1.1864443087584562,0.8349747504416143,0.9930912571166999,0.9080171495569348,0.9400271440994988
weight_perturbation_0205,1.290600335212209,1.328599369180368,0.9164430318162504,1.0550582604380792,1.0000684982046117,0.7092251493387702
weight_perturbation_0206,1.1791671659329386,1.0131494091558317,1.0246923926450642,1.0171555354694812,0.9332356094753681,0.9387924875833895
weight_perturbation_0207,1.2323749751088544,0.9980258035989731,1.1656846946512418,1.1916010488907425,0.9001224784645744,0.6855491078477716
weight_perturbation_0208,1.1751539267834652,1.1271901238454993,0.8553713360245485,0.9362489283607676,1.022715331833913,0.8048728837479008
weight_perturbation_0209,1.110467605090997,1.1472470676969426,1.1124353957932556,1.1724383603918482,0.933646106303105,0.7809313367343274
weight_perturbation_0210,1.195421481490887,0.9643825848415046,1.1143413005250564,1.0786171654106915,0.8492042555227177,0.798985695411456
weight_perturbation_0211,1.0689841737654373,1.2728073437193939,1.0898520773347762,0.8709042291942545,0.9892473670966944,0.6502272651095613
weight_perturbation_0212,1.4667772401094752,1.0440806927658373,0.8279288141729966,1.0350428058015257,0.8130096331167108,0.7582155043794297
